user_id,tag_id
6793,531
6836,531
6709,593
6702,267
6538,785
6714,145
6610,267
6545,785
6621,601
6760,900
387094,145
6683,900
6813,601
6791,709
6638,709
7241,145
424189,785
7060,432
6837,785
303734,727
7252,601
1266,593
7296,785
7055,593
7219,709
7308,709
7009,432
7095,785
6981,531
7147,727
7280,432
7355,884
6877,884
206626,145
7306,267
461360,900
7205,593
7549,593
7442,785
7630,727
7430,900
7562,884
7539,727
7457,531
7592,785
8118,432
8177,900
7577,267
7510,727
7682,727
8106,709
8083,709
7794,884
8142,432
336048,267
8063,531
8138,145
7324,267
7871,601
8782,785
8869,900
8322,601
8809,709
8236,531
8721,531
8417,900
8772,432
8688,267
8537,884
336049,531
8440,727
9016,267
8447,785
8980,593
8359,785
8601,593
8426,727
8705,884
8281,267
8481,727
1370,267
8349,531
8376,531
8222,709
9145,267
9199,785
9168,432
9785,884
9257,709
9796,531
9266,900
9510,709
9259,145
9383,727
9332,432
174322,145
9638,593
9354,727
9327,900
9790,601
9636,593
9492,432
9349,593
9615,727
9853,531
9788,531
9520,601
9944,267
9608,601
9499,593
9581,593
10134,531
1560,432
10112,267
10314,531
10191,785
9995,601
10163,267
202023,432
303735,884
373220,145
10487,785
10438,727
10476,267
10005,601
9962,145
10222,601
10232,785
10446,709
10157,267
10169,267
10343,727
9973,267
9993,432
10048,145
10457,900
10317,884
11065,531
118965,727
10787,601
11127,727
451961,593
11052,785
11086,900
10757,785
234366,531
7762,145
10581,884
424191,432
10578,785
10797,884
10903,145
10984,601
10884,145
10857,601
10639,785
11324,785
11577,900
11361,593
11629,727
11210,709
11216,432
11226,601
400956,593
11139,267
11207,900
11368,593
11382,709
11725,900
12010,900
11708,900
11790,785
11970,900
11724,884
11814,432
11778,785
303736,785
11832,884
12144,727
11727,727
11893,593
11866,432
475215,531
12131,601
11949,531
12134,709
12061,145
345359,601
12217,884
12360,709
12462,593
12156,145
12121,267
12274,531
12591,709
12445,145
12335,727
12209,601
12431,900
12354,601
12662,593
12616,593
12603,145
12333,709
12439,531
12733,884
12814,531
336052,727
13099,601
13055,727
12830,531
12869,531
12856,900
12868,145
12787,145
12878,601
322296,785
12859,709
12745,145
12708,709
13077,727
13133,432
13526,145
322295,267
410278,593
303737,593
13437,531
13265,900
13495,145
438065,727
13233,900
13412,145
13266,785
13439,593
13427,727
13229,531
13185,785
13397,785
1996,601
1706,884
2073,593
13927,900
13846,709
13571,145
13624,531
13725,601
13825,531
13722,531
13551,531
13803,531
14106,145
13739,884
13682,727
13581,884
14102,267
13841,267
312995,145
13748,785
13761,267
14183,709
206712,145
13650,145
13937,601
13905,785
13935,267
14119,145
13585,727
14287,593
14431,884
14787,709
14211,884
14656,267
248108,884
14303,884
14676,727
14772,432
14788,785
174325,145
14566,785
16437,145
14655,900
400960,531
14234,900
14351,593
14487,593
14739,267
14711,593
14350,785
14202,785
14421,432
14380,593
14193,531
14423,900
14771,267
14213,884
14197,601
15137,727
14838,884
15013,727
2235,601
14972,531
15352,785
15201,884
14960,601
15094,709
410282,531
15219,432
15340,709
15004,531
15043,727
14867,267
400961,727
15059,531
15411,601
14902,267
15050,432
15816,601
16094,531
15501,531
15479,900
15519,601
15587,709
15608,900
15817,785
15707,601
15957,884
15978,593
373226,593
275898,884
16090,601
15738,145
15914,900
151267,884
15972,601
15516,601
160552,601
15988,145
15963,709
15820,727
15514,593
15495,900
15429,709
15977,601
15905,709
15918,531
15639,900
16092,531
16540,432
16551,884
16301,727
451969,900
16334,601
16467,785
16372,601
16597,145
257428,785
16713,267
16538,145
16635,727
16447,531
16400,267
16424,531
16459,900
16684,145
16270,884
16430,531
16698,709
16225,531
16258,900
16571,884
16502,601
16773,884
16648,432
17251,785
16959,531
363975,900
17086,432
17196,727
2476,900
16865,531
17261,531
17078,593
312997,727
17069,900
17260,145
16830,593
17170,531
17124,432
354713,785
16833,900
17273,267
17001,727
16869,432
16987,267
275908,432
17789,884
17379,432
17512,593
17439,432
17256,884
215898,884
17623,785
128289,432
17657,900
17400,709
17441,593
9706,727
17418,884
17501,145
17890,145
17628,145
17696,884
18290,432
17956,531
18225,884
18228,531
18352,709
18046,593
18387,145
18337,785
18156,900
118968,593
18246,884
275911,432
18197,531
18338,884
18389,593
18195,727
18036,531
18008,145
18430,432
18500,727
18078,145
18339,709
18313,884
387097,884
18585,727
18531,785
18525,593
18639,785
19007,145
19069,727
18895,727
18893,900
410288,267
18779,531
373230,267
294466,593
18882,900
18735,145
19080,709
18576,601
18757,601
18505,432
303740,432
19277,900
19318,727
19389,709
19596,601
19560,593
19671,601
19414,709
19161,884
128290,785
313000,145
19240,267
19387,709
387103,432
19616,601
19659,432
19323,727
19473,267
19439,727
19247,267
19346,601
19552,709
19455,432
19189,884
19766,593
19900,531
451971,727
20201,709
19879,531
19924,884
20259,727
20044,727
20266,531
142033,601
19812,727
20334,785
19955,601
19861,709
20307,267
20293,709
20040,601
20363,531
19943,531
20203,601
19982,727
20117,145
19848,531
19830,531
21031,601
21070,900
20618,432
20944,727
20934,593
20500,601
20530,884
20862,727
20512,884
20631,145
20780,785
20628,593
21080,785
21019,531
20581,601
20515,884
21147,601
424193,267
20790,785
20736,900
20644,593
20550,432
400964,267
20422,709
20559,727
21674,145
21219,884
21865,531
21584,900
21943,601
21775,785
21329,900
424194,267
21513,727
21269,727
21703,267
21873,785
266679,145
21214,727
21929,267
21303,601
160555,593
21340,593
21729,785
21828,531
21294,709
313001,601
21580,900
22312,531
22470,593
22121,593
3095,900
400967,593
22442,727
22432,267
22066,785
22000,593
22258,900
21963,785
22009,709
21958,593
22098,727
22237,785
22147,884
22441,593
22206,884
22413,884
22251,785
22174,267
22339,884
21983,145
22134,601
21918,785
363980,785
22909,593
22875,267
387104,709
22837,531
22898,432
22929,531
22615,785
22798,531
22728,593
23270,531
313002,267
248115,601
3303,709
22991,593
23316,727
179027,727
23525,785
23487,884
160557,785
23153,601
188262,531
23139,884
128295,727
142034,531
23228,267
23974,709
24140,432
23889,145
23651,601
160558,785
23710,145
23675,593
23887,727
24095,900
23993,727
24016,785
23998,785
23688,432
24153,432
23649,785
24006,727
23792,709
24024,432
23952,432
23799,727
23662,267
424195,601
24190,593
24597,727
24182,785
24562,145
24490,785
24503,884
24508,145
24561,785
24163,145
24546,145
24220,267
24502,709
24524,900
24152,531
24178,145
24452,900
24603,593
24637,432
24734,593
24866,145
24753,900
24848,727
24950,900
24882,785
24762,709
24752,884
24736,145
3538,593
24873,601
24931,593
24864,432
24757,727
24686,785
24583,884
24853,601
410291,785
24749,709
24759,601
24611,884
24798,785
24668,531
24613,884
24868,531
24840,709
24723,785
25282,601
25351,531
25082,593
25004,785
24979,785
25476,785
25480,727
25453,531
25076,531
25402,432
25043,432
25033,709
25044,601
25223,884
24963,884
24905,884
24961,601
25065,531
160561,432
25252,531
215910,727
387100,727
25067,709
354716,884
24999,785
24960,432
25073,884
25613,785
25598,900
25669,727
363982,709
25805,884
174332,593
25627,884
25533,531
25827,727
25742,432
25474,785
25867,785
25671,432
25491,531
25703,432
25767,601
25518,432
25494,432
25602,267
313003,884
26174,727
3736,900
25842,785
26047,709
25985,531
25999,884
26157,145
25984,709
25944,531
25912,900
26052,785
26032,709
26297,267
26016,531
26470,593
26101,785
373234,785
26054,267
25841,884
26053,531
25977,884
25875,531
25951,601
26022,709
26012,601
25976,884
25986,709
26276,709
25942,267
25988,709
26499,267
26660,593
26556,531
26661,432
26391,785
26512,900
26573,267
26493,432
424197,709
26608,785
26684,531
26523,727
26681,432
26667,709
26715,267
26405,593
26504,145
26550,900
26706,432
26657,593
26434,884
336057,432
266681,785
27070,601
26825,145
26788,267
27055,432
215913,900
26707,432
27047,145
26741,432
27052,709
26829,593
26837,531
26865,709
26870,884
26942,601
26777,709
26805,900
26843,432
26928,727
174334,727
26937,432
27025,531
26892,727
438072,432
26867,267
27034,267
27079,593
26748,709
27005,531
26938,900
27082,900
27365,531
142023,593
27463,432
27353,601
27328,601
3957,531
27419,900
24448,531
27455,531
27557,785
27268,709
27394,432
27281,601
1890,785
27176,727
27076,432
27540,432
27342,593
27399,601
410292,267
27297,593
27290,900
5327,267
27411,785
27348,267
27459,727
27568,267
27745,593
27602,601
27793,531
27871,727
27785,785
387108,884
27731,531
27657,267
27868,727
27819,531
27527,145
27737,727
27565,601
27670,145
816,267
27725,727
27865,593
27849,709
451977,145
27536,900
257435,727
28103,531
27904,593
160563,267
28098,593
151274,727
28233,593
142037,785
27920,267
28143,432
294473,900
354718,709
28295,727
27973,884
28253,432
27927,531
28115,432
28296,432
27867,884
400970,593
28180,785
27823,432
27858,267
28376,531
28287,884
28019,267
28286,145
28521,531
28644,727
451978,432
28546,785
28337,531
28341,145
188260,267
28360,900
24669,900
27519,727
28419,884
28713,145
28543,601
28692,432
28659,727
400969,531
28506,531
28479,709
322301,785
28634,727
28392,785
28466,145
28665,884
23695,593
28709,785
373235,900
345362,900
202029,900
28872,900
8370,145
28865,531
24761,727
28924,145
28923,900
27663,727
22554,145
11037,785
20235,900
29283,900
4250,601
142038,593
312990,267
28755,267
5512,900
20222,785
28866,145
475213,432
7812,432
484621,709
27364,601
313008,900
30103,593
30251,727
24069,145
9525,900
336059,884
10184,531
8393,267
387099,593
410294,727
462,884
21989,727
12187,593
19590,531
24306,432
19580,601
29524,593
3761,432
5303,785
5304,709
424202,709
275913,601
188277,900
424201,900
142039,884
387113,593
4345,900
400972,432
322302,432
174336,531
29962,727
354719,145
238883,785
303768,531
225164,601
363983,785
410296,785
373240,593
354720,267
225165,884
142040,145
345363,593
336064,727
128308,709
363984,267
151272,531
451981,593
19468,593
484623,432
188261,601
215915,900
238884,531
179056,900
248126,900
4512,145
410297,884
424204,145
118973,593
438076,601
336065,709
475221,727
313011,884
303769,900
248121,727
5600,709
363985,900
4820,593
69775,531
142042,884
313012,531
387116,601
451970,531
238887,785
174337,900
303770,432
336066,727
188285,785
475222,432
225168,267
257421,593
424206,432
215918,900
373242,145
294478,709
410299,593
4769,727
248104,709
118975,727
257443,531
451973,727
303771,145
363987,531
354722,601
424207,432
410300,593
151278,593
215919,727
69777,709
387118,531
322319,900
4739,709
336068,531
15062,727
373243,145
179059,267
174329,900
451982,601
22953,267
160570,785
363988,709
202039,727
484627,531
118976,709
1892,884
2801,900
5788,900
258,900
5146,432
303773,601
938,432
363989,145
424208,727
28447,531
21110,785
225171,884
345369,709
118977,900
18298,531
215920,727
294474,601
248129,785
238889,785
7349,531
4945,145
465880,785
373245,593
128315,709
229775,267
14227,267
303774,432
10534,709
363990,727
489128,709
248130,267
354727,727
225172,785
345372,601
451984,267
438079,785
266685,601
322321,900
202040,727
424210,531
151280,531
229776,785
489130,145
303775,531
202041,267
69779,601
21320,267
215922,884
322322,900
142046,601
336071,432
248131,727
451985,267
363991,601
354728,709
118978,727
188291,900
179063,531
18550,145
174342,709
345374,432
336074,900
160565,531
202042,267
69780,900
151281,709
489131,267
266686,432
179053,709
313035,601
303776,727
475230,900
18223,145
3164,432
3153,727
238892,267
363996,900
174343,601
160573,785
3137,267
225175,531
266678,785
303777,432
118981,601
3129,531
160562,884
142049,727
69781,884
3097,709
3126,601
3105,601
489133,432
373250,531
229780,531
345376,785
174344,727
438082,785
160577,432
313037,884
387127,709
451988,785
142050,884
363997,884
266683,531
465882,267
202043,601
424214,709
132819,531
354732,900
387128,601
206729,727
489134,593
257449,432
174345,785
215939,267
313038,432
248136,785
363998,601
22349,531
336077,145
266687,709
410307,601
69782,900
179068,601
424215,727
5466,531
142052,432
132820,727
151285,267
30286,531
257450,727
6091,531
387129,267
275934,531
313039,727
303783,267
248137,267
451990,785
363999,900
229786,593
160579,785
69783,884
364000,884
151286,593
118984,884
336081,727
322327,884
248138,727
475235,145
451991,267
142053,593
424216,432
410309,432
69784,785
202044,709
188297,900
19544,785
424217,267
69785,601
160581,601
225188,785
142054,785
410310,593
387109,900
373254,727
151287,145
294488,785
336082,531
451992,432
2152,593
229792,267
400987,727
3249,884
69786,785
266693,727
303786,267
364002,145
3280,709
336083,727
248140,785
132823,432
3312,601
3209,884
215944,601
174351,601
387132,884
202047,432
438087,593
26187,709
13863,267
354737,709
142056,593
25604,593
410312,593
322329,727
451994,785
313045,709
14799,593
489139,145
2313,593
322330,785
160586,593
13398,709
364023,709
202048,727
188301,267
400989,884
215899,709
6246,531
313046,432
248142,145
5880,900
142057,727
215900,593
211234,727
285217,593
451998,432
174354,785
27373,727
160587,531
387126,593
248143,145
303788,601
202050,727
275939,785
345384,709
142058,267
271194,900
294491,709
400990,785
118994,709
424241,785
336087,727
248144,709
142059,709
188303,432
225193,601
17094,709
257456,884
354739,884
26742,884
69791,531
202051,267
322332,593
373259,267
183570,727
174326,267
215949,601
271195,727
248145,432
336088,601
69771,785
18507,727
400996,145
410316,601
452000,727
354740,145
202052,593
160618,593
6098,531
275942,593
354741,709
142063,267
118996,267
7870,900
410317,727
275915,145
373262,900
489144,709
211239,593
364027,709
400997,709
248146,884
452001,727
275914,601
27567,884
325994,900
313053,785
215912,145
3712,900
23664,432
19235,601
202053,900
160619,593
69792,432
21554,145
160620,900
275943,432
489145,785
400998,267
142064,900
238911,145
225196,145
336090,601
271197,900
387136,593
294495,432
192804,267
215951,900
452002,900
364028,432
3358,593
257462,884
424253,267
410319,785
151295,785
118998,709
400999,900
271198,432
387137,145
1441,785
142065,601
285223,593
438094,900
6390,145
151296,267
128284,601
387138,531
132831,884
238913,727
271199,601
326836,884
489147,709
118999,884
345390,601
438097,601
4310,601
336093,727
6750,709
192806,531
285224,727
202057,709
142066,709
142067,727
174360,531
336094,727
489148,593
465900,432
28890,785
6481,884
364031,884
452008,727
401002,785
160624,145
25710,145
6484,785
132833,727
336095,531
373267,593
345392,900
489149,145
215955,267
192807,145
248152,601
364032,601
326839,145
364033,531
8237,432
183579,709
345395,900
410322,709
202060,432
151299,785
475249,900
119002,709
69795,900
336096,709
294500,785
308294,531
215956,601
6671,593
387141,727
248153,884
192809,900
25795,727
308295,267
424258,785
1439,267
229701,727
438100,785
160627,531
345396,432
202061,900
69796,900
183580,145
336097,709
5790,785
23683,601
3509,145
229732,267
119004,267
308296,727
410324,884
160628,709
336098,432
238918,432
275952,531
452012,727
151301,593
160629,145
285230,593
326842,601
308297,785
294502,727
373287,785
6844,531
452013,785
25839,709
202063,432
317559,145
6808,727
275953,432
387146,593
354747,267
345398,785
438102,531
13971,785
424261,432
373288,531
326843,145
364041,884
308298,145
4611,727
8107,601
248163,900
1720,601
452014,785
317560,900
354748,785
3789,709
489156,785
465906,531
17946,593
345399,709
257471,432
238920,900
13516,900
387147,785
202064,593
16465,727
151304,267
16470,531
16471,601
16418,432
16366,531
192813,900
160631,601
16419,884
271206,884
16368,727
16422,709
16421,709
16445,884
16474,884
16460,785
16450,709
16329,900
16454,432
16455,145
16456,267
16394,145
16449,145
16462,531
16463,267
16414,900
16407,785
174365,727
16477,432
16452,900
16365,531
16478,593
16539,432
16442,727
16481,884
16482,727
16552,601
16413,601
16500,145
16511,267
16446,601
275954,785
18037,267
142076,900
1032,709
16427,709
16443,593
16464,601
257472,145
151288,785
373289,601
387148,593
238922,785
16520,601
151306,432
317561,432
142029,145
336058,267
229710,709
271207,785
192814,432
119005,145
336055,709
336101,884
285231,709
25106,531
410328,531
275955,785
119007,267
69802,432
151327,145
387149,709
4551,709
21555,267
257474,727
234310,531
132842,900
317562,145
19936,531
5954,432
192815,593
410329,727
142078,709
248166,727
10874,145
308301,593
174367,884
6992,785
428762,145
183586,900
373291,785
387150,267
401013,267
410330,531
142079,900
69803,900
192816,785
271209,727
15084,709
15138,709
15139,531
15126,601
15108,900
275961,709
451966,601
7325,531
17494,601
142080,601
387151,785
308303,531
489160,727
354752,267
165134,145
174369,593
387152,531
489161,531
336106,785
132845,145
160553,267
452017,531
354753,884
11114,432
308304,432
25301,709
428766,593
410332,267
142081,785
401015,727
192819,785
28358,593
438110,593
275976,709
308305,593
165136,145
257503,531
14505,593
174371,709
452018,709
387153,432
489163,785
428767,531
6400,145
151333,432
211253,709
354754,900
401017,432
174372,785
7628,531
317572,785
345407,727
165137,601
452019,531
10053,432
132846,601
119011,884
387154,900
428768,709
401018,727
308306,785
119012,709
336110,785
275978,727
165138,884
220466,884
452020,709
271214,900
13411,601
69808,900
345408,785
428769,884
387156,884
428770,709
10561,900
15709,145
410365,884
271215,267
69809,593
165139,601
336111,900
308308,727
248176,785
174374,601
229720,785
354758,593
308309,727
234318,900
7797,884
132849,593
285240,531
326856,900
238931,709
475262,601
192823,593
206718,267
8546,267
336112,267
489166,601
428771,531
183593,900
211257,593
69810,601
7803,709
142103,900
308310,727
2775,884
336113,145
428772,593
401025,709
373299,727
211258,267
174376,267
69811,601
132850,432
387158,884
238932,884
7908,145
257508,709
192824,785
354760,267
345412,432
11713,727
7701,267
183595,785
69812,593
387159,601
7953,601
326858,267
257509,267
202077,432
428773,709
452025,727
438116,432
132851,145
345413,267
387160,900
248179,593
489169,900
16358,145
132852,727
275987,593
69813,900
19462,601
354761,432
465914,531
326859,709
28462,727
151342,432
336115,727
345414,432
326860,267
19578,900
336116,593
452027,267
308312,785
489170,709
410371,785
26884,267
211261,601
174379,267
10704,785
248180,432
165145,785
238935,432
202079,709
26935,267
271226,593
387162,900
151343,727
174380,601
69815,785
326861,145
489171,593
428775,432
317580,900
27418,727
132853,145
69816,785
174381,593
271227,593
387163,145
354765,785
16143,593
192831,145
220475,727
326862,145
308314,593
19967,601
202081,145
489172,900
10176,709
428776,432
336119,601
202084,432
20542,593
9496,531
15140,593
192832,900
8471,267
142109,267
336124,145
308315,709
155844,531
248182,900
271228,593
69817,601
165147,709
275991,145
229727,727
119064,785
132855,785
2128,727
20696,267
9526,785
234325,727
401033,593
2413,145
5339,432
132856,593
238939,900
248183,709
438122,531
2741,593
165148,884
142110,593
4066,593
5270,709
3687,531
211265,267
354767,432
4792,267
5305,593
146634,145
2724,900
183600,601
428778,531
132857,727
336126,727
489176,531
428779,709
165149,709
155846,531
438123,785
317584,145
192833,785
119066,145
387166,785
165150,593
2907,531
132858,884
183602,593
174385,531
119067,531
452036,709
387167,145
377805,785
142112,432
489177,593
410378,593
229731,601
202101,884
452037,727
317586,432
220481,432
69821,432
8750,785
18853,531
336128,432
234331,900
27046,884
345421,145
5456,267
6015,432
489178,727
377806,601
428781,884
387168,709
183604,709
22388,727
142113,432
165151,432
15658,884
2748,785
336129,900
248187,267
202103,145
165152,884
271236,601
387169,601
4221,267
336130,531
183606,593
229733,432
132861,601
119070,900
452038,593
6480,884
5165,900
7101,432
211272,601
234334,900
410380,709
3297,267
183607,785
18436,601
326868,709
6009,884
6226,593
2101,601
3294,531
3180,727
271237,145
354796,785
294548,531
69913,709
119071,145
202026,884
387170,145
428782,727
345423,267
489179,267
27192,531
14362,884
6908,727
271238,531
452039,727
317590,884
19954,785
192839,267
401040,785
183608,709
4899,727
17635,145
6799,145
16367,884
6983,267
14758,267
354797,884
9107,727
132863,709
142115,593
238945,884
489183,727
7305,593
7136,727
7376,531
19259,900
438142,601
308321,145
428783,432
275997,531
248190,709
7269,709
155852,267
69915,727
387172,531
238946,709
234336,432
202104,601
326872,727
5105,785
3266,145
410382,785
3094,432
345425,267
3818,531
19673,709
16093,145
4216,785
3597,601
3847,900
5484,709
5928,601
165154,145
132878,601
22616,601
229736,727
377810,601
336132,531
489184,884
155854,785
4927,884
3781,785
3740,785
5269,785
336133,432
5185,727
19330,709
165155,531
5268,785
5267,593
5249,709
5163,432
5295,709
119074,432
8907,145
26358,145
7117,709
6195,601
326874,727
25928,884
132882,531
5216,593
11947,884
13987,267
387173,145
13640,593
5231,601
5169,593
7238,884
7804,900
5598,267
6293,145
5366,432
5372,884
7224,785
5361,709
5315,601
5234,785
6833,145
5259,593
5208,267
7218,900
9677,709
2387,709
336134,601
308324,267
428787,709
174408,709
271243,432
5347,709
146616,884
165157,884
303728,709
192842,709
5323,267
354801,785
4891,884
1799,900
5338,884
5147,884
5350,593
5313,593
1518,432
5345,900
5336,593
5328,900
2728,267
336135,145
262023,593
20486,267
401042,145
276002,267
192843,900
5365,601
5351,785
5371,900
220489,900
5530,900
5958,593
234339,785
377813,531
23520,593
174410,267
23728,267
165158,531
5669,593
696,531
5373,601
132884,884
387174,531
238963,727
428788,145
271244,785
183613,709
146618,884
452046,709
354803,432
285265,145
22741,900
192844,145
438148,601
401043,267
489186,884
414883,531
234340,785
155860,432
387175,145
364042,593
229740,709
308326,785
345457,432
276003,884
364043,709
132886,785
326877,727
24501,432
9693,593
414884,531
14100,432
276004,432
452047,593
308327,601
336138,884
165160,267
299056,267
69919,145
308328,432
438150,900
285267,593
364044,145
452048,432
271247,432
262027,267
132887,432
354807,432
336166,884
22743,884
21669,593
206609,593
364045,531
266680,884
428792,709
132888,593
146621,593
271248,531
326879,267
276006,709
183617,601
229743,785
345460,432
155869,145
10381,531
174412,593
364046,601
146622,900
69920,145
308329,145
428793,727
354808,601
132889,727
238969,785
317598,267
377820,267
192849,709
276007,709
248230,727
452050,432
414889,900
123580,601
5335,709
238970,432
211284,785
238943,145
452051,785
317599,785
155871,145
308330,601
234358,531
475311,785
377821,432
25987,601
271250,785
146623,900
183619,267
229745,267
165163,145
428794,785
428795,432
276009,900
345463,709
271251,145
238971,145
308331,884
15230,267
15232,593
387199,145
146624,267
364048,145
15231,900
452052,593
326882,593
336169,900
489195,884
299061,727
206613,785
220502,432
359309,884
377823,267
428796,531
345464,531
5421,531
308332,727
69923,593
234362,727
336170,785
452053,145
276010,709
174416,900
326887,601
387201,709
285292,601
21188,727
10286,531
14667,601
414894,884
183625,593
174417,709
475314,727
377825,785
345465,785
10356,900
336171,593
387202,884
146627,531
336173,531
132894,593
165170,900
174418,267
220504,267
359311,884
377826,900
20359,785
211288,884
401051,785
438159,267
336174,601
262035,601
387203,531
132895,601
271255,900
326889,432
183629,145
308335,432
364052,593
69925,145
317607,267
452057,601
276012,601
7723,884
428802,900
377827,593
165171,531
438160,884
192858,267
21420,145
21409,531
21430,593
21395,709
10612,601
377828,267
165172,709
359313,900
326891,267
248237,900
345468,267
271256,593
308336,531
155876,727
146628,709
137396,727
452058,727
6017,785
192859,145
336175,145
160556,709
285298,900
271257,884
359314,593
29950,727
137397,145
25772,145
174420,531
452059,593
211292,593
262037,785
276013,727
123587,267
23742,432
10250,900
192860,727
271258,593
165174,785
220508,145
146629,531
276014,900
123588,432
10261,531
401056,267
308338,432
10258,432
19081,900
28826,884
6062,709
20792,601
20795,593
165175,709
308339,785
192861,601
387210,267
137398,727
10819,785
174422,709
183633,145
359315,145
146630,900
12726,145
336177,900
438163,884
317616,601
285299,601
489202,785
22042,432
137399,785
22025,145
368553,727
146631,709
69933,785
165176,900
22030,593
22031,900
22032,267
22045,531
192862,267
22028,727
414902,593
22043,785
243477,145
22005,900
151263,601
21994,727
248243,267
359316,432
326895,267
317617,531
465954,884
16823,145
879,709
387212,432
259,727
4816,145
428808,900
12618,884
17469,727
3023,145
11520,785
8885,267
11934,432
886,785
6882,727
6461,709
10860,601
9258,432
13338,593
22573,531
14678,145
280515,884
22976,709
3974,727
452077,267
25203,531
23543,785
23450,601
13014,145
10517,785
26370,267
11799,727
21694,727
359318,709
23046,432
8766,531
8713,267
24941,593
20091,432
21755,727
26630,727
6828,593
26850,709
27623,900
25883,267
20588,531
22618,593
11439,145
12281,432
6532,785
155884,432
308341,593
13801,785
24139,601
211296,531
23677,267
12808,531
220511,531
12116,727
23957,145
12467,709
23920,601
11190,593
7328,900
12204,145
22059,432
21610,785
28411,432
13633,531
6678,900
24241,884
401060,709
12485,267
165178,267
428810,432
137405,785
1515,727
21374,531
16797,267
8143,432
4135,727
165179,593
10404,709
7722,709
7346,432
17966,531
9512,531
1954,709
1980,531
1531,531
3772,267
377832,884
15011,267
11332,900
20859,884
16263,531
9810,267
14489,884
20690,727
8412,727
10550,785
9776,727
19019,145
123593,432
220513,593
2007,709
308342,432
285303,601
28553,531
146636,727
192863,709
206627,727
165180,884
280516,727
1839,900
9296,727
248246,593
271262,785
452078,593
25816,601
8073,785
20329,145
1856,709
13531,884
15100,727
377833,900
