user_id,artist_name,spendings
1162,adamo,54.912369031141296
908,xzssar,84.42827071573474
1259,terence blade,26.897079175706263
202021,vampires in saigon,44.92832610250774
408,diwayne,55.30948603086504
352,ara de la luna,16.58264044354725
151257,mauro masè,26.71083568134681
1284,potlatch,68.656566034938
2078,maplewood,34.41379666835841
1661,lehmanns brothers,58.26594354091702
1759,jérez,91.16793478000199
2132,mtyng,91.95431542862626
2070,impfstoff,48.81110174167145
2107,henry k,2.537837146423494
1609,bossa&love,67.47644587276196
2186,odoiporon,38.119185067444924
2221,sekta,14.373072342596627
202022,c-mi,78.42293720015529
1793,marco tha gr8,74.14711347277334
1700,kobus.,6.521908651754393
2220,ryan manzira,17.124071246858975
1933,the soulkillers,66.12946872811332
1931,elsa g,22.448173122514113
2170,smear,47.70544941164181
1683,aye6,68.7630044938672
1732,ideki,61.38353803448361
1885,d'eklipz,86.31346888517916
1822,royal teeth,51.13840336858707
1735,stofkri,86.53266473781525
2014,obscura nuvem,51.765612693872356
1724,pedro fuxx,53.69819003735877
1763,prin,99.77535439738772
396445,shubostar,79.83930499904459
1608,beny,36.48114941009288
1672,футанари,3.9917652030645456
387086,angryoldogs,31.23489426955084
1817,samuel jared,28.623952994181934
2104,alexandra mystique,24.394466454733287
424180,fily leela,71.0273060547171
2317,chris taveras,93.63478456740853
303727,hayley lynn,52.508397585965874
461356,igor,80.75446425988409
2433,piero2l,61.024577623203044
345355,astrobal,47.85002114817255
2471,synthestellar,76.43415728505289
2658,arjun malhotra,69.97709711091854
2386,ya-mi,72.44332269886745
2252,joyce,77.5703261383734
2530,ykons,87.4279846555762
2520,with glee,5.536662691773975
2794,winterdrive,52.9132648250318
2679,martin salemi trio,7.3793478935314845
2698,léccas,93.95853519381473
2725,matthew avery,63.56789947638144
2927,mik's reaction,98.46038329940738
2810,kamilou,6.372226548754001
451950,kira.,50.38738111025422
8951,axavex,67.25972585289793
160544,maxown,22.94747307694435
2586,spazgang,57.18039620308307
2529,therapie taxi,36.02145307060947
2370,mafiahitz,11.942674314887181
2877,wolfkid,15.397726165879044
2357,bigpapameek,10.770958209510162
2678,thirtytwo delarge,9.8640108464621
2718,van elie,16.256446521412236
2537,léo frank london,75.0980386815418
2531,sunnyvale disaster,28.902695019634773
2314,artr,49.836983828376724
2630,pas sages,3.0501128194212246
2634,berry dope,44.10234241444844
2360,retrodict,2.2375052512140003
387088,shaheel,48.83023209534944
3550,miraï,11.05542740142964
3127,alejo flores,43.0255241891723
3052,valence,33.843984867134104
3115,anfiee,81.73358335992154
3215,blue27,96.06613112661903
3016,albertine sarges,24.63933183986845
1950,max eldorado,93.33783314731505
3391,lak,24.774845411278257
484613,obasi jackson,20.74509564016275
3108,sory,51.96486368676352
1994,david kampos,71.15085549262743
3432,rino castel,90.33811808685748
3386,frank brannan,54.039574115534215
3203,divinium,14.17746383188404
3635,formika.,13.963556036804171
3407,mastah,54.55053023489567
3466,philemic,8.234028668001214
3241,so orange,5.046677116229592
3523,nali,59.846434760854535
3323,laylah arruda,68.03810307320927
3138,brian m chick,70.32536142890159
3424,lorezzi,40.90249396795358
3362,rosco dunn,91.61620840559006
3711,ole-bjørn talstad,32.70536497187886
3560,colatura,58.6619970999972
363971,dorness,50.57798623380961
3906,numérobé,5.35474888109192
3588,mandu,2.1951640461543853
285182,ocean dust,11.924751495248987
3823,neon japan records,80.97653581136147
322294,jfrxshh,17.22173748213732
3779,lil limit,15.47142564900994
4060,aco gee rawlo,81.10832177518365
169820,chessmark,36.07033218175707
682,køleen,61.89907690448012
4161,gilmar silva,97.3645394178258
160547,chaos commute,63.06221562970531
3937,dymensia,64.10953403969255
3589,mati cordaro,97.73822711506178
4096,secteur r,79.3870808478202
151260,sofia messina,46.405457390366344
387089,asterion,14.74142521994013
3802,timsters,66.25893141322398
3946,@mostfear,75.16831905778193
4014,iamjaa,54.66730571148793
303729,dolo$,32.79748022570561
3950,luke domozick,73.13163327136147
3844,99og,38.274167611402795
4144,let us dream,27.72102303665438
3580,dmtee,85.26785750137616
4145,houdax,42.49060215644286
4236,ozel,36.69869742996173
4408,remedy cure+,70.48720697911659
4293,diana omar,3.6530911101635644
4336,økra,90.39638512809353
424183,christine nguyen,91.32707193077523
4314,producedbymikey,58.49114790478814
4326,ragsy,71.2489783385204
4317,lossa2squa,38.02721460585573
4722,toneynobueno,76.40412051461722
4701,kelvin large,27.531408846049278
4419,sharell bryant,10.122242185892194
4591,helgard,77.39702879402607
4269,glf,79.20375257446335
4406,jas j,41.34486722936117
4412,maceep,67.52734890753422
4528,kali crews,52.29951674984306
363970,cikey,43.559564657600156
4275,jay,58.07256267886377
4194,whisper,16.914324281922532
4350,sq gvng,2.207583391222323
5065,sir kingfish,74.37597492700552
5154,tre nash,52.675541358804665
5116,oniish miili,72.23742981611166
5132,solar vibes,13.611050361612865
4876,revenant,76.00741722309607
5130,joey collins,67.35307377989731
4715,nerlov,31.460973414525682
4745,mkz 2000,22.38817606414133
4681,mateus menezes,56.83082673778379
4775,angélica duarte,39.32826402799405
5135,itgo,85.63389733617025
303730,mad,28.879790825042527
424184,mischa blanos,29.067456681229565
396450,mariaa siga,34.10764605925218
4931,fannulloni37,84.42591319472812
24340,wounded buffalo beats,47.75561056224971
5056,baptiste caffrey,31.70702138677156
4742,untel,1.9826327221745932
160548,evan wise,12.117014067889798
5241,fernando malt,48.49967826008045
5077,ariadne mila,20.950846760156217
294458,insides,18.87598096643668
5237,darrell kelley,11.605843750635913
5137,forsan,79.97244967003279
5099,mallaigh ashton,69.05619065985044
438058,dsavv oneal,5.033064006535259
5432,gaby k,0.8293709652886005
5652,kuhisi,97.9669427030049
5605,lost in jericho,35.87384995891229
5626,slowhaze,13.061984915262459
5619,kingdmusic,27.700666506231308
461358,emma vander,8.604276228480023
5353,x-ice,44.68767100335539
387090,yellowbats,95.32354294253366
5395,sallys medeiros,85.80744081951099
5374,dalîlah,61.14454469891801
5425,edmndbeats,6.137294938305226
5609,ambient saxophones,93.25472690036484
5380,cuban rain,61.03726186379461
5571,james hersey,81.04036476116092
275899,philippe cohen solal,6.711393176419089
5608,lucasv,82.35783509100058
5214,lekbi,41.638954728039
5496,jordz,40.634799572896355
5593,to the helpless,73.87451437816873
5411,gabriel wittner,18.40564333983805
5283,rhys morgan,18.04567456856214
118961,andreas kärnfeldt,42.717804141625436
5254,carl lord,7.5551274423684145
5627,travie austin,44.532370478025115
188249,jessy o2d,16.623347533480594
5382,lil sway v,21.47250695288676
410274,mike bankhead,97.47344618345927
5486,k-nu,53.58606965971836
5564,andrea carri,12.718881208577193
5697,oracle sisters,73.69885413631937
5637,thenorth324,72.20510303293783
5459,jonas.f.k,25.36043549176643
5297,lil amx,42.44571750225862
5595,fakti,33.33976214187746
993,the dark atom,79.35016410426
491,philippe jaricot,37.04946847726759
985,taffeite,81.17023418972042
517,rixko,83.81342731239315
354711,efel.,39.9884902902621
169818,movment,58.698351097866954
23587,st aubin,60.44664755771236
151261,robot koch,19.48194107046031
23681,graacy more,75.4608276408704
363972,mara,65.95409548313486
536,estranhos românticos,92.96399713961749
543,harun rune,38.33671011198765
958,booster fawn,45.24143147065776
128282,reijoh music,58.24050764545385
977,gökay ekin,47.860380334946164
179014,jokito,89.13981640886901
69769,ali horn,32.2726543473847
496,houdini sna,19.936670386130682
501,rayan carlo,82.58710862502072
23653,w o l f c l u b,58.53389078411707
5823,versari james,89.94997234725143
5696,khaled alzeera,15.759262298548693
23684,fastface timi,80.82705565276166
336046,adrian jean,25.56569937799924
1000,fabiano.j,96.03800301078387
6261,mariatti,84.33669806629757
6197,superparka,3.7359819874523303
6115,mc vityn,41.4633655424286
6099,cavalini,1.885983285990822
5383,syko mgt,58.9877257793233
6046,eustache mcqueer,34.514675403641114
5705,young gravity,79.57999598339728
6119,almeida,4.6522434010979
5964,summer rain,81.62456175338598
6239,simone bevacqua,24.647927628864473
6028,overcrest,37.03385822478234
179015,lunis,31.47345094195978
5783,some swords,63.70078421336102
6171,mother,17.800472183340833
202024,mad rai,88.34849787028544
5903,the walking backwards,29.549704480234485
5832,lola mael,59.53757230424736
6157,buzz knizzle,37.97538949817639
5952,maria linn,54.758138767743894
303733,n.a.o,16.58802543410053
6215,lilk_19,42.22432408342254
6275,tennishu,34.44859026083517
5942,ilienses,52.71503132773165
160550,ketsu,86.38440458059301
6167,quiet commotion,16.309207709658423
5966,jørg,84.30636410337456
5849,artificial disco,78.16765406350808
6067,waste,82.01362260322793
345356,fiore lúa,62.12607060726965
5910,sadik,79.30149338067459
5885,amour propre,19.825107540634967
6256,clara x sofia,19.252065940870857
6232,aniecki,17.196458314717045
6849,therealmfdot,46.30266910667311
6497,luca flodrops,72.3534511127266
6364,makeda rds,82.54582651385087
6280,krixxtal,28.785783061563187
6830,high beats,90.6283003639523
6719,kel,70.41512409697543
6486,apaz,68.83619188415179
6774,palas,85.3599270051207
6803,jess rosa,21.46800059626489
6649,martis,30.31259513347425
6793,michael kurowski,78.81110978043795
6836,robert naik,54.754691823521696
6709,lnt,26.99197541421744
6702,miya,11.572950140363414
6538,pvpac,92.86806666254861
6714,régis flécheau,39.305580868247326
6610,iphis well,40.05397215271138
6545,lissa,75.03145854778573
6621,mått mūn,89.84965675030172
6760,roye,3.230765003414149
387094,asakura,59.01041222637573
6683,malika chanel,52.59575025877601
6813,mobay,97.28856749117917
6791,new$hoes,65.71218697248797
6638,kidzie,64.23597952853888
7241,vicentxiii,25.448454005589006
424189,chintzy stetson,86.64478332934267
7060,ren avel,96.06094389165956
6837,lorenzo pucci,13.935184453016758
303734,juli chan,96.07741887335821
7252,scalawag,28.369941465747928
1266,alex southey,62.44492352837104
7296,eghe nimose,50.52435932466811
7055,the gum,52.83705589911555
7219,sego len,61.64163606433174
7308,edac,26.50087253279293
7009,jhonn prince,19.01024426056295
7095,spyglass,3.4195136507366164
6981,bad ramires,37.95418503725227
7147,blvckz,53.32270395952364
7280,the cool quest,24.603664652088064
7355,lokho,25.06538382476745
6877,mazze,26.06268530311152
206626,liza k,62.134261332500685
7306,kidkat,83.83182951136364
461360,rake,17.621927952698613
7205,sango ndedi ndolo,97.36860322061138
7549,marcuzo,48.06066213111968
7442,zoe gabrielle,46.40348014377593
7630,salimo,55.554287342655215
7430,denney,71.28231333937751
7562,chiefbabi,31.004287567985923
7539,tds,25.121864781411208
7457,crosty,14.114764122381928
7592,free$lave,3.0742074739487646
8118,walls and waves,98.7852335039652
8177,million mob,68.48391719954282
7577,d.rago,18.172570767790642
7510,sabine t.,35.02068867022275
7682,yourfavorite,49.624494846280555
8106,james maslow,40.839790610446954
8083,john paul,85.27048936984
7794,marsil,79.21725951777644
8142,william thomson,71.72361112143987
336048,cour de récré,89.0561882229872
8063,nikora uta,11.471710994179796
8138,baptiste bal,41.6043410038199
7324,d.selvagi,38.30467131899798
7871,kissing the flint,87.28020283204762
8782,real d,10.459014060384353
8869,eomaskoficial,25.013530180244757
8322,expanse,96.00747643211061
8809,25th street band,81.2530123803101
8236,dinz,54.5903176054524
8721,young tommy,70.53016036440297
8417,maudits,13.533926221756676
8772,jf,72.69457685054893
8688,med,84.40625387440228
8537,dandara alves,7.019112052631559
336049,esra üçcan,3.4579761430668987
8440,jordane420,79.79970068158829
9016,starboy25k,91.29256855253027
8447,mandalus,96.41376135118138
8980,pc soares,64.39793449316412
8359,mc spice the legend,60.968225327016846
8601,mucci,33.101390078852525
8426,lady petrol,44.32069663292464
8705,johan davis,64.66101264143619
8281,jemon,79.91272476305159
8481,gxdma,60.956793351708946
1370,s.r viper,26.88767134106087
8349,belfast,99.22057459771416
8376,camil kanouni,51.407297204084465
8222,flávio penido,26.541297363279437
9145,syscarli,44.50962173336757
9199,clyde,86.04137764099771
9168,pyl,80.22538089363115
9785,lb forty seven,44.09786706061076
9257,the juice is okay,70.12291179876497
9796,taylor swift,33.080165157434614
9266,alexandre z,94.93968917917609
9510,fntm,83.8937185095379
9259,resh,11.492041592553681
9383,jon thorstensen,9.07449980031334
9332,robbie hutton,48.50708038406309
174322,section pull up,50.52594588542281
9638,dj fábio acm,47.74122278256969
9354,teenage bed,69.8457168995617
9327,david lover,33.11391939155398
9790,jaand,27.111698420722384
9636,svnf8,4.091897370693376
9492,mitchell martin,88.27810452314316
9349,de rien,4.91859433218772
9615,laryde,0.38810972179382786
9853,abrm,36.00456571971584
9788,straight skinny,25.587517791279158
9520,kora,70.86123865534232
9944,o.z,15.936242670955314
9608,pizzi,98.89287298563349
9499,furboy,54.90731417718958
9581,mar star,30.083471531731696
10134,dat boi ricci,74.1625210687739
1560,born on a sunday,34.756191095297126
10112,mandy ventrice,65.52016261244978
10314,deejay telio,44.19521278018983
10191,bkk,86.62234231243666
9995,lptech,97.90868647512458
10163,michael dunstan,92.02650281529041
202023,n3ux,69.07479865359073
303735,air-one,65.05038486723372
373220,dobby marciano,0.7966929982176851
10487,seanchez,98.71437672533197
10438,romaan,5.777007263617562
10476,ayde,56.3301202047027
10005,fragment celtic music,26.801773293589903
9962,aurélie laffont,59.4437258443968
10222,jodie nicholson,73.3089915729942
10232,swordkilla,12.934339198735623
10446,j. winston7,0.38784002559145714
10157,thorben,30.136871559376843
10169,icent,54.023493575759154
10343,hemay,41.946744634956815
9973,migz,41.15152853993786
9993,calesco,8.681502316549505
10048,rouquine,18.278173790514053
10457,pablo ortiz,45.293853176232815
10317,ratu$,70.6905007366242
11065,bug-z,64.59181894067208
118965,némé,75.35575310949817
10787,pretty tony getbuck,50.92142891911451
11127,vini del rio,34.8836531160973
451961,lljay,67.76056827757813
11052,arionce,23.132510771540016
11086,duc-anh nguyen,89.9328320877705
10757,chris red,9.854927895845577
234366,jmoneygibbs,89.89155577713926
7762,k. exum,85.13140606710856
10581,joon,18.57816647622994
424191,dj g-string,47.9728424630539
10578,metakech,72.46512122052296
10797,psycho & plastic,36.316084686726356
10903,4eb,19.795509444933025
10984,mc avalanche,47.649952588152054
10884,franck flower,17.35628429783307
10857,benedicta,99.8882651288649
10639,manny mackens,74.9586124204089
11324,radio 911,64.05084913046369
11577,nicolas cad,67.86768908582796
11361,basile,48.08251173006811
11629,serapicos,88.52801757029424
11210,gomez papi,71.00516156411025
11216,jamie sanchez,88.98632834555642
11226,zero meia,35.85524704192095
400956,simakov,36.155696877999496
11139,wicca surf,24.201885995994544
11207,s.o.f,15.857121574297416
11368,massimiliano di paolo,4.426302905466272
11382,segg,96.71682418272447
11725,el juan,22.06659994621748
12010,üm,97.92068205134284
11708,akalebonheur,18.343033298584455
11790,stores,11.353586932987604
11970,dream c,78.9772268575556
11724,teddy clarke,39.556518815572915
11814,carla,83.70340792809333
11778,combattilegend,55.84369156669426
303736,kg fuego,84.05003638611308
11832,kai engel,51.91320381514723
12144,jéz,8.625485045574843
11727,milena,15.230302665256279
11893,ndl,60.18403093626827
11866,mokdo,84.10689403016673
475215,bost & bim,8.251276850027544
12131,yung knight,5.822704000844048
11949,2b,79.03224654643265
12134,yung sn0w,56.37344473916306
12061,galli,12.933415294802353
345359,adam wendler,22.14050368209939
12217,smily,57.759767900339874
12360,la dalle,66.13031857174958
12462,gb-ofici,4.050424978347921
12156,krish dedha,25.871250808868986
12121,la tsuki,35.523736859571954
12274,ab ex,41.16749707696732
12591,vitanota,14.287083459855465
12445,yawil,42.445759722248454
12335,101 da exclusive,59.001534824434664
12209,xxsqxadxx,94.02488748830982
12431,lorenzino,18.769835778790956
12354,moon wave,74.26878119754194
12662,azad,32.7838138461869
12616,banji,49.60110052789387
12603,sophie rockwell,84.2324372597991
12333,kristian north,77.94389729224295
12439,eric burgett,83.51230742643122
12733,john defeo,76.07473102822593
12814,faaxaan,74.08374550268768
336052,leiana,43.242856135453124
13099,simon jacobs,86.37207025091247
13055,joyce carlla,24.30807759557131
12830,l'originale k,1.3166789252560762
12869,ryal,62.025144277493915
12856,4matic,24.974431425228882
12868,g1chy,48.48608243038295
12787,iëlo,34.76788347816083
12878,mysticmusic,77.08842619228471
322296,jamythyst,81.77030909083194
12859,sahär,50.16396848380943
12745,timo pankau,30.203627879069195
12708,wobble (fr),48.1469324603772
13077,piontek,64.09511182139093
13133,annelis franska balkong,56.86519146984432
13526,simba,77.7241564672331
322295,manic,13.902431383502911
410278,solo,1.2281495078185545
303737,nay luma,1.0265370318525369
13437,egopusher,94.13008098251079
13265,la palma,62.49996520363709
13495,christavie,19.072776429046602
438065,emma peters,8.404977435278493
13233,mace.,76.66914719029523
13412,the last days of november,79.96361695358381
13266,reylovesu,51.626351301610306
13439,mary,62.387800365206004
13427,oliver nice,71.36266366743614
13229,ben rijkmans,51.21341893682098
13185,nicholas baskerville,93.0734663848661
13397,runaway,37.53560089348432
1996,liren,35.05503125956623
1706,balm,55.91722181654799
2073,harry bolton,35.4594893861432
13927,hando aguilar,76.92087912364909
13846,duo franco,27.724223485877143
13571,beppe de francesco,95.2548628092997
13624,bret nybo,59.96222405019959
13725,laze,43.50121342680242
13825,fract,34.74470532751837
13722,st. niklas,75.11856574241598
13551,muro,2.3160027612490808
13803,triticum,85.58950320861503
14106,ely b,0.6787618775464077
13739,franck dansaert,70.90877675064952
13682,alan shoesmith,90.73106934159311
13581,loose buttons,36.87494408927143
14102,holseek,94.67354905642301
13841,krak'n,34.854093009478916
312995,noah klein,17.512992266207494
13748,syrano,25.01000746690559
13761,bronswick,59.37226207462197
14183,choof,13.756994929002087
206712,elle & lui,42.52019985089659
13650,baaptou,24.015527190683972
13937,majesty yana,34.53514669896737
13905,roby talbot,6.955365350678033
13935,yves jones,86.18107084162571
14119,alexia,24.352243610730582
13585,1lyre0,21.769454540000886
14287,many masks,88.21790071821496
14431,jamie-lee dimes,92.74932400679467
14787,nicky buell,38.253732806551476
14211,shriving drawers,63.28970446284789
14656,someone very smooth,25.85426270245045
248108,flm boys,68.66807495986022
14303,eliott fournier,59.17125679019672
14676,alex le play,9.415034700733905
14772,phenix red,49.66143028232979
14788,bouras,66.7293439230784
174325,fisha,22.979999862138357
14566,eddie allen jr.,61.63789288005079
16437,golgoth,92.36396595777224
14655,j ravage,73.53395098790382
400960,the teachers,33.5910232677463
14234,yeoman,11.842903400388371
14351,sons of funk,32.38323410774012
14487,diksa,37.48199609108762
14739,nvnλ,92.2848026605921
14711,lou ella,3.5615874464385078
14350,south ride,14.229403749021985
14202,vinyle coloco,95.44168734540732
14421,logikall,52.73394788719362
14380,athenaïs,71.31282717779425
14193,nory,4.314129978559111
14423,alexis roussiaux,59.0459406995048
14771,angel amg,33.2847489426492
14213,dirty ninos,17.184907857582377
14197,patrick santi,76.30655550240573
15137,engi,53.1546665077751
14838,ridgecrest trap,8.901597270788919
15013,ambra&andreasound,26.55354316148234
2235,joha,89.57451864569633
14972,helmaud,39.76663424244234
15352,ramengvrl,67.64513879368909
15201,rainvilla diamond,14.87995100495545
14960,meskerem mees,37.572186143205975
15094,yawiar,35.610803806596124
410282,brlz,60.515312593853956
15219,namic,13.8080239676441
15340,bajazo,84.55781172304036
15004,dix-iple deca,60.297801292617024
15043,oceanique,85.19500244704898
14867,linithium,39.67001736277771
400961,marcia higelin,61.02196446910384
15059,nomis,1.1251419455933664
15411,slenderino,78.7289261817369
14902,lia ray,85.48071505236821
15050,mina.b,19.96888106637178
15816,gab paquet,73.89797123127616
16094,gardu,37.61445178245825
15501,krystal roxx,7.3949599116840625
15479,vinnies pm,58.47069436742728
15519,meuj,98.00203077997905
15587,sam d,87.19544173867327
15608,linh,98.92634201868991
15817,alysha amerson,55.57328656459549
15707,fly jordy,63.949626696262364
15957,j.o latopline,79.94706110984053
15978,isaac pimenta,41.44469924644888
373226,the bland,85.29257881993134
275898,big,7.118467454058186
16090,panucci,24.985890923212928
15738,timothée milton,38.383901789567986
15914,felipe renfro,24.852242401966052
151267,bonnie dymond,43.58797947067446
15972,jok'air,73.93984228373841
15516,righteous punk,43.84036885502388
160552,joséphine,60.91890788693794
15988,tess merlot,98.85097229220908
15963,panaviscope,17.6039231416529
15820,pyf,73.07676930168142
15514,joh'iz,94.19443964643806
15495,gautxori,79.66383326375647
15429,arimatea,41.04635929234569
15977,zero,29.271968028077154
15905,chef k-dot,89.0174118566217
15918,mattia brivio,47.31128215897563
15639,awa ly,25.64114988067747
16092,g shamp,80.14367386975185
16540,gloomy,27.200426642164665
16551,james night,27.757183671187946
16301,nivine,40.418919225731564
451969,sixth house,86.17841212058144
16334,balao,7.597069155352754
16467,agamenon macondo,91.61853859789294
16372,magic sound,81.11740150269623
16597,city james,4.422285281844617
257428,smoove stacks,94.81950527563599
16713,eg royce,62.28297451110938
16538,dj k fusion,20.45310755738362
16635,jam,55.85499434965935
16447,jay blaine,82.72698977704106
16400,kiara jones,78.58731481900129
16424,aura shred,2.6946424715561745
16459,reinn,42.36811739804648
16684,e.s.f,91.25270445797655
16270,petit prince,92.33736270861537
16430,sasha shinezz,1.5393995241854252
16698,vander,2.509343727907065
16225,lil abner,2.8989907568597872
16258,lto,39.75245598855983
16571,nohjo,70.74048464469519
16502,mole machine,22.335821377279874
16773,matt fredm,24.762503344242106
16648,jaxxtone,95.0312778415928
17251,jes,4.728189468660005
16959,view from the soyuz,36.11743525803691
363975,0c3an,52.308229314386814
17086,lou-adriane cassidy,2.959182552429318
17196,derrickclouted,4.533474793404468
2476,jajo,0.8997885166890041
16865,rag,16.747072398465246
17261,heissleek,49.92534817642633
17078,nextdaygone,57.17885750772788
312997,mvlo,21.543048049115086
17069,nevala,64.35517843518672
17260,macabe,16.15636893582887
16830,outab,84.99601791093944
17170,arsaphe,93.44044087005425
17124,joha.n.e.s,77.15035743213633
354713,jake s.,50.28844569767309
16833,flooz starz,43.24425861750757
17273,bgs,42.50927618734182
17001,nathan,82.78077906581025
16869,starbabe,34.94224874232956
16987,braehart,56.94498872359507
275908,kariabbean,54.14760064468035
17789,oscar kowalski,23.818189442285476
17379,nyder,78.74150983981853
17512,jasmine scholz,86.53821675743856
17439,simon seidel piano,40.8541442161297
17256,funkindustry,66.02316452947603
215898,tilsen,57.72493904398197
17623,jared forth,19.547203370761057
128289,styf,93.25776488412092
17657,ralphthekid,57.86082263950267
17400,kingxxstragetic,12.63022370100575
17441,rylan elle co,14.950025807678813
9706,fair phantom,67.2453936727113
17418,double u d40,7.72919583603996
17501,javidream,13.336550677017556
17890,trainy,52.11376579022296
17628,nwr industry,7.757314600286669
17696,ashley e. norton,86.50721406013315
18290,taseti,7.503861240574794
17956,silfredim,27.307230623000844
18225,andy mary,1.071483216344138
18228,eder do piseiro,84.73343312970646
18352,amanda bloom,68.7382278489679
18046,luis paul,15.7167773015085
18387,neto muniz,52.56560949639152
18337,james strange,55.538879315922784
18156,raisedbywolvvs,61.0931449380983
118968,blood red rose,60.737912401434556
18246,arabella,35.81354305771751
275911,estilian,74.37591170119481
18197,amy.d,74.13699295819903
18338,erica nockalls,61.196953870482794
18389,superlate,41.276617397003825
18195,plan a,57.22905815522665
18036,maxime sevellec,23.152860323696956
18008,véronique samsung,70.35517047593582
18430,bastwist,67.69777770633395
18500,kedam,52.140260210532176
18078,levensky,6.686561849168571
18339,bob rum,59.31777263049344
18313,tommy,9.26196808993993
387097,zouave,19.26515250215678
18585,twiido,2.0055433663838884
18531,pri miazzi,80.79353684303884
18525,rodolphe lauretta,69.14801381670131
18639,william jacknight,27.27493285142576
19007,figure one,63.89069998087662
19069,hundo sitchy,20.442854264074008
18895,ragemd,28.51813922838207
18893,southey,88.18994114642244
410288,dhinho vaz,14.832002818880873
18779,oby chris,16.121002580145493
373230,joanna,2.80256471103838
294466,prieur&landry,63.61761308057008
18882,denuit,60.8522351620852
18735,marlone,52.23768251934268
19080,mr. pretty,64.73601072036523
18576,mattia vlad morleo,89.77048608945321
18757,s33saw,72.01722111741589
18505,rex stax,23.73703483844738
303740,sushe,52.762043037839156
19277,zed,16.254180027920828
19318,dinis,68.54610893876114
19389,andie j,81.08661543285997
19596,specy men,2.199968018995968
19560,filip karol,29.943261086496843
19671,dj leif,51.461006765396114
19414,m3c,28.646312570535915
19161,dakurse,33.75201024759063
128290,manttra,71.17116658129584
313000,diosero,1.6700835031238537
19240,grand camino,20.350288201571743
19387,la bronze,58.694286376853114
387103,podge lane,46.67613831202891
19616,beat awfuls,22.58455682072391
19659,sbs productions x snafouilleur,99.2854383123539
19323,math wrld wide,27.456499056814664
19473,bichos de baixo,40.34099776952471
19439,prvx,0.20201730417538366
19247,custom,11.17445664037997
19346,bella rose,1.1026888977599958
19552,norwood,95.96979620359247
